排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,距20EMA%,5日報酬%,淘汰原因
200,6239,力成,TWSE,半導體業,等待轉強,58.6,100,316.5,291.75,21.71,32.41,12.95,41.87,192.9,2.5,37.68,4.01,1.42,23,-1240,-620,-305,-9112,-19598,109,39,823,883,-13797,-1249,-771,-9914,-19635,4,1,-244021500,-1062,-1873,37.64,1435,2911,11822,10890,1469,2657,12672,11578,48.26,-2.05,-0.47,ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
201,2103,台橡,TWSE,橡膠工業,等待轉強,58.5,100,24.55,23.95,40.24,13.88,6.3,50.61,187.11,0.53,36.64,0.99,1.1,1,0,-8,-8,-8,-9,0,-3257,-3001,7553,11548,0,-8,-8,-9,0,1,-196400,404,648,24.02,-1573,-2967,7852,9121,-1961,-3396,6914,10618,61.37,6.89,3.15,ETF短中期同步減碼
202,4915,致伸,TWSE,電子零組件業,等待轉強,58.5,100,66.9,66,27.58,12.84,4.34,58.7,137.38,1.3,12.69,1.45,6.83,12,-452,-452,-522,3385,9630,-786,-102,586,1585,-16337,-452,-522,3387,9633,1,2,-34921800,-10,-22,26.74,445,2273,199,-17816,386,1117,-1779,-22632,37.03,-3.64,-1.91,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
203,2834,臺企銀,TWSE,金融保險業,等待轉強,58.1,100,18.15,18.02,-7.72,4.14,,94.16,,0.35,13.85,1.18,5.51,12,-8,-118,-175,-145,-812,0,29990,-29248,22335,62296,-26,-232,-165,-1083,0,5,-4210800,183,-47,18.27,26133,-27131,26894,53326,29798,-29198,22548,66559,62.05,2.4,-0.55,ETF短中期同步減碼；ETF 1/3日已轉為減碼
204,2428,興勤,TWSE,電子零組件業,等待轉強,57.9,100,289,271.25,46.62,20.42,19.9,31.64,370.61,2.21,26.27,3.15,2.04,3,1,-1,-2,-2,-2,0,-157,-571,-539,932,1,-2,1698,1698,1,2,-578000,1,-42,18.56,-216,-669,-2192,-816,-165,-570,-2194,-707,47.87,-3.95,-3.99,ETF短中期同步減碼；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
205,3034,聯詠,TWSE,半導體業,等待轉強,57.5,100,471.5,465.25,18.96,-2.75,17.4,30.62,363.74,6.19,19.32,3.99,4.88,50,-461,44,1209,3396,981,55,501,8327,8271,11865,-735,681,2662,-274,3,2,321091500,-1582,-1580,38.5,2605,12380,7008,8387,1234,9228,7189,12324,39.05,-7.18,-13.33,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
206,2305,全友,TWSE,電腦及週邊設備業,等待轉強,57.4,100,34.4,32.85,142.33,79.62,7.52,21.16,492.74,0.16,127.41,2.97,,1,-2,-2,-3,-4,-7,0,142,-1829,-2849,-1754,-2,-3,-4,-7,0,2,-103200,12,-112,5.94,113,-1816,-2492,-1395,124,-1838,-2732,-1756,51.71,-1.92,-2.13,ETF短中期同步減碼；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
207,8210,勤誠,TWSE,電腦及週邊設備業,等待轉強,57.4,100,1175,1112.5,98.03,55.56,25.03,51.74,177.09,10.73,34.84,11.67,1.19,19,0,27,-223,-938,-1754,-221,-3,528,-661,-2904,0,-334,-1318,-3347,2,2,-392450000,-4,-16,8.89,-6,858,755,498,-17,868,675,437,41.49,-5.19,-1.67,中期趨勢仍向下；ETF短中期同步減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
208,2912,統一超,TWSE,貿易百貨,觀察,57.2,100,245.5,245.25,6.31,5.05,4.26,80.62,82.73,2.97,22.38,5.49,3.67,21,608,788,803,1127,6295,206,540,4429,9142,5284,606,796,1130,6296,4,1,195418000,213,198,13.85,56,3734,6746,-1869,-93,3420,7814,-922,67.89,4.52,1.87,
209,2753,八方雲集,TWSE,觀光餐旅,等待轉強,56.9,100,178.5,176.25,10.85,7.26,12.55,52.65,148.58,3.56,13.25,3.35,6.72,3,1,0,-2,-9,246,0,124,20,-93,-102,1,-3,-10,245,1,2,-535500,-3,-11,4.7,235,322,228,-215,123,26,-73,-332,42.33,-1.49,-0.28,中期趨勢仍向下；ETF短中期同步減碼；20日累積後5日轉為調節；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
210,3045,台灣大,TWSE,通信網路業,等待轉強,56.9,100,110.5,112,6.57,3.74,11.92,57.77,54.69,1.37,22.41,3.68,4.29,38,-3088,-1866,-877,20626,40439,700,9165,53760,33046,36110,-3207,-2813,16792,35576,2,3,-310836500,-380,177,14.57,12394,56468,13796,-5546,12363,56952,16076,-510,37.29,-3.08,-2.21,中期趨勢仍向下；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；投信20日買超後近5日轉賣；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
211,8422,可寧衛*,TWSE,綠能環保,等待轉強,56.8,100,27,26.1,50.34,24.01,34.38,48.24,158.92,0.21,25,2.84,4.44,4,47,36,-1150,7645,14400,0,1199,-11271,-16711,-24871,44,-1938,6843,13670,1,4,-52326000,36,82,4.19,1225,-1948,-5501,-14416,1105,-9368,-23634,-38436,45.58,-1.61,-1.1,中期趨勢仍向下；20日累積後5日轉為調節；投信20日買超後近5日轉賣；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
212,2356,英業達,TWSE,電腦及週邊設備業,等待轉強,56.5,100,60.7,59.05,61.62,36.83,1.8,80.71,109.27,0.68,23.08,2.97,3.29,25,-3838,1539,6675,32673,51434,298,3590,-16477,-14724,-17680,-3951,4989,29029,43513,3,2,302832300,-4133,-2020,14.98,7097,-16038,-45133,-67719,9821,-17331,-41732,-59554,40.44,-7.02,-8.31,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
213,2882,國泰金,TWSE,金融保險業,等待轉強,56.2,100,97.3,95.65,-42.04,436.35,,94.35,,2.15,14.76,1.94,3.6,31,121,-299,-1704,-30042,-61126,13,188,-629,37445,30604,-194,-3227,-33335,-68913,2,3,-313987100,1428,2387,22.79,5,933,76872,103487,5,1167,68390,102471,49.6,-0.85,-0.71,ETF短中期同步減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
214,2421,建準,TWSE,電子零組件業,等待轉強,56,100,135,128.75,18.65,18.27,15.71,41.69,205.96,2.36,16.48,3.41,3.88,7,1,-2,234,354,581,0,-617,-1860,-1198,-2526,0,232,353,579,1,1,31320000,-281,-340,28.84,-385,-425,-156,167,-554,-1810,-1209,-2493,39.3,-5.6,-5.92,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
215,1609,大亞,TWSE,電器電纜,等待轉強,55.9,100,38.6,37.23,22.67,19.01,14.08,68.56,129.15,0.66,16.15,1.73,1.81,2,0,-9,-9,-9,-8,0,-386,-415,6946,6414,-1,-13,-12,-13,0,4,-501800,19,93,12.75,-1850,-1416,6164,8092,-393,-419,6866,6098,50.11,-0.69,-2.28,ETF短中期同步減碼；當下除權息調整價未守20日EMA
216,6672,騰輝電子-KY,TWSE,電子零組件業,等待轉強,55.7,100,267.5,241,68.12,34.55,11.67,42.48,319.89,1.73,48.37,5.15,1.25,1,-2,-2,-3,-5,-10,0,46,-882,-1483,5837,-2,-3,-5,-10,0,2,-802500,-164,-176,25.9,123,-239,-1280,5281,28,-716,-1302,5892,50.58,-2.17,-12.58,ETF短中期同步減碼；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
217,6944,兆聯實業,TWSE,綠能環保,等待轉強,55.7,100,1035,993.5,29.98,44.54,22.51,49.71,177.5,10.08,29.12,8.96,1.93,4,-1,-1,-1,-1,-11,-1,99,658,454,156,-1,-19,-22,-32,0,2,-19665000,57,32,17.37,98,610,439,244,88,620,445,202,56.81,4,9.99,ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；當下除權息調整價未守20日EMA
218,1560,中砂,TWSE,電機機械,等待轉強,55.5,100,728,656.5,16.39,23.02,19.38,38.56,179.04,2.94,71.79,13.16,0.68,6,-249,-243,-240,-213,47,-245,52,304,-390,2289,-294,-485,-535,141,3,2,-353080000,-16,-89,39.82,372,828,258,2251,370,805,234,2289,53.47,1.83,4.3,ETF短中期同步減碼；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；當下除權息調整價未守20日EMA
219,3533,嘉澤,TWSE,電子零組件業,等待轉強,55.5,100,2020,1960,17.26,17.24,29.04,19.05,381.17,21.37,28.38,5.41,1.73,24,26,33,22,-392,-703,22,-107,-17,-413,515,26,-150,-638,-1850,1,4,-303000000,-73,-53,49.96,-144,177,259,2410,-146,204,274,2424,39.61,-4.28,1.51,中期趨勢仍向下；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
220,1504,東元,TWSE,電機機械,等待轉強,55.2,100,69.9,67.65,0.15,5.92,8.28,36.63,211.34,0.51,31.07,1.95,2.86,9,-2,-7,-22,-69,-227,0,1070,-2354,-2834,-17339,93,163,271,373,2,3,11393700,427,-37,6.99,1599,1133,5202,4137,800,-2942,-3067,-17640,50.4,0.64,1.9,ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
221,2371,大同,TWSE,電機機械,等待轉強,55,100,27.1,26.38,16.64,4.03,3.77,62.06,193.93,-0.05,,1.2,,5,0,49,94,600,993,116,474,7153,11962,-259,0,95,601,993,3,1,2574500,203,166,6.38,-1134,1733,6586,-6111,474,6854,11194,-455,43.12,-2.1,0.37,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
222,6005,群益證,TWSE,金融保險業,等待轉強,54.9,100,34.65,33.35,101.2,127.6,,86.55,110.74,1.34,9.68,1.57,4.94,7,-68,-557,-2436,-15806,-61611,0,-854,-12103,-26189,-45102,-74,-2457,-15819,-61834,0,5,-85135050,0,0,18.72,-775,-9834,-10188,16161,-780,-9646,-10369,16732,38.65,-5.85,-4.41,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
223,6285,啟碁,TWSE,通信網路業,等待轉強,54.5,100,257,235.75,84.37,22.8,4.67,59.57,143.94,2.36,37.91,3.55,1.67,15,11,367,-297,4,-6559,-585,-1847,-265,-1078,-8563,25,-2154,-2250,-12987,4,1,-553578000,22,319,23.41,-1688,1998,1912,3988,-1699,1866,853,4429,48.17,-0.78,2.19,中期趨勢仍向下；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
224,6525,捷敏-KY,TWSE,半導體業,等待轉強,54.4,100,191.5,178,19.84,15.64,19.12,39.59,183.44,1.62,31.55,5.64,2.61,2,0,0,-1,-15,-37,0,-220,-395,635,1359,0,-2,-16,-40,1,2,-383000,96,386,14.63,-346,-629,199,1249,-298,-488,265,986,62.07,10.65,-3.77,ETF短中期同步減碼
225,1215,卜蜂,TWSE,食品工業,等待轉強,54.2,100,112.5,111.25,8.69,4.68,7.99,66.08,78.21,1.26,12.12,3.13,6.22,4,1,-2,-2,0,-234,0,806,2067,1605,766,0,-4,-181,-516,0,2,-450000,27,25,37.98,837,1558,1794,2427,803,2043,1759,1262,39.19,-1.57,0.9,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
226,3592,瑞鼎,TWSE,半導體業,等待轉強,54.2,100,246,238,18.59,4.99,5.28,44.86,200.84,3.82,15.38,1.74,5.93,10,-39,101,229,568,483,-152,-180,-388,372,-1079,-39,228,293,473,3,2,56088000,-39,-21,13.34,-63,-218,141,-1350,-133,-577,103,-1574,35.99,-7.43,-10.22,中期趨勢仍向下；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
227,5469,瀚宇博,TWSE,電子零組件業,等待轉強,54.1,100,73.2,69.35,15.36,24.52,7.89,53.01,134.88,1.23,12.77,0.94,3.44,4,0,0,211,8920,16635,0,-1731,-5980,-6037,-2442,-2,206,8917,16630,1,2,15079200,-36,-139,8.78,-330,-1332,-7993,-14150,-1751,-6150,-14817,-19111,30.75,-11.14,-12.34,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
228,2049,上銀,TWSE,電機機械,等待轉強,54,100,332,312.75,31.62,18.05,9.88,31.29,229.46,1.64,72.33,3.13,0.6,11,-1,8,-23,-125,-1054,-21,417,932,578,1690,-56,-26,-301,-1350,3,2,-8632000,3,-2,36.49,328,1008,573,1268,329,955,884,2755,48.07,-1.09,-2.35,ETF短中期同步減碼；主動ETF 5日轉為減碼；當下除權息調整價未守20日EMA
229,3030,德律,TWSE,其他電子業,等待轉強,53.8,100,310,294.75,0.43,24.77,38.16,21.99,343.54,3.5,26.84,7,2.26,6,1,0,0,2,298,0,53,-1100,-5646,-4736,0,-2,1,306,1,1,-620000,53,-93,10.41,49,-558,-3710,-3531,-66,-1151,-5552,-5085,44.69,-2.54,1.81,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
230,3048,益登,TWSE,電子通路業,等待轉強,53.7,100,55.8,51.3,60.1,31.06,2.02,83.47,126.46,1.22,20.07,2.58,1.79,1,0,0,0,0,0,0,-155,1548,52,109,0,0,0,0,0,0,0,-93,-181,7.3,-115,2324,97,-2596,-151,1640,232,1204,35.57,-10.02,-6.22,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
231,4766,南寶,TWSE,化學工業,等待轉強,53.7,100,339,334.5,12.82,9.33,17.63,50.01,191.82,6.55,16.33,3.13,5.31,5,0,-1,-1,431,346,0,41,-373,215,2101,0,-1,432,347,0,1,-339000,-12,-39,15.5,34,-294,-152,1758,38,-362,-180,1799,40.02,-3.25,-1.88,中期趨勢仍向下；20日累積後5日轉為調節；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
232,8070,長華*,TWSE,電子通路業,等待轉強,53.7,100,51.2,48.72,32.82,24.87,12.13,47.87,258.16,0.51,48.3,2.04,5.29,6,0,0,-6,5612,8168,0,-812,-2426,-366,-6706,-2,-12,5607,8161,0,5,-614400,-96,-149,11.59,-645,-2165,-5280,-14677,-778,-2318,-5824,-14604,42.59,-4.92,-3.94,中期趨勢仍向下；20日累積後5日轉為調節；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
233,2345,智邦,TWSE,通信網路業,等待轉強,53.5,100,2320,2132.5,61.16,60.28,14.33,60.24,153.87,14.92,43.87,19.85,0.65,47,45,305,390,792,1293,223,-50,-541,-1939,-1471,69,188,787,111,3,2,436160000,-357,-309,58.06,-136,-432,-2515,-1151,-132,-374,-2420,-1191,44.08,-5.14,-3.93,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
234,3019,亞光,TWSE,光電業,等待轉強,53.5,100,141.5,132.5,13.14,15.6,7.76,38.97,223.85,1.05,20.63,2.77,3.25,2,0,0,0,0,0,0,-587,-620,-900,-8431,0,0,0,0,0,0,0,509,192,6.68,-349,-316,309,-6216,-551,-1130,-1094,-5776,44.12,-3.61,-2.41,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
235,9917,中保科,TWSE,其他,等待轉強,53.5,100,108,108.25,2.56,1.63,17.61,52.85,112.37,1.6,15.93,3.35,5.74,6,99,224,381,586,1012,0,179,711,875,-3564,98,378,584,1009,4,0,40824000,13,6,38.92,38,304,267,-3690,76,320,285,-4475,44.99,-0.52,2.37,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
236,2402,毅嘉,TWSE,電子零組件業,等待轉強,53.4,100,63.3,60.15,21.7,16.07,2.87,55.67,145.67,0.07,32.46,2.74,3.16,2,19,19,19,19,19,19,-158,-974,-2908,-8586,19,19,19,19,1,0,1202700,-215,-431,4.93,-402,-899,-2962,-7903,-142,-778,-2495,-7683,42.3,-3.52,-3.51,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
237,3010,華立,TWSE,電子通路業,等待轉強,53.2,100,117.5,115.5,13.92,17.66,3.83,55.43,159.26,2.47,12.53,1.29,4.51,5,0,0,-2,0,-6611,0,46,-777,-1218,-3785,-1,-4,-151,-6763,0,4,-470000,-60,-79,19.53,49,-505,-639,3177,47,-713,-987,2982,37.94,-5.17,-4.08,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
238,6202,盛群,TWSE,半導體業,等待轉強,53.1,100,64.1,58.25,30.93,11.58,6.69,25.14,428.08,0.3,97.12,3.66,1.06,3,0,-25,-25,-10,71,0,-4502,1957,2345,4209,0,-25,-10,71,0,1,-1602500,-123,-106,15.28,-5283,1150,1886,2540,-4348,2104,2460,3763,48.36,-3.75,-5.74,ETF短中期同步減碼；20日累積後5日轉為調節；當下除權息調整價未守20日EMA
239,3044,健鼎,TWSE,電子零組件業,等待轉強,52.9,100,422,400.25,41.97,30.8,18.34,43.71,185.42,5.61,20.51,3.8,3.01,25,-569,-390,-345,-4312,-9532,-105,431,-1050,-5421,-7093,-588,-729,-5095,-10437,1,4,-307638000,-537,-295,50.38,975,251,-24,4182,975,215,-33,3651,32.51,-11.56,-10.59,中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
240,7750,新代,TWSE,電機機械,等待轉強,52.9,100,1955,1857.5,151.4,81.37,25.78,43.96,234.83,15.38,48.78,12.28,0.82,4,0,0,0,-18,-16,0,0,-132,-118,45,0,0,-17,-20,0,0,0,-9,-2,17.84,-9,-128,-94,46,0,-124,-101,65,38.99,-6.92,-6.01,中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
241,2368,金像電,TWSE,電子零組件業,等待轉強,52.7,100,1005,941,78.22,68.74,26.85,58.63,170.81,6.87,45.37,14.74,0.98,40,31,149,47,-223,-3208,-56,82,559,-160,-3096,-285,-4699,-4352,-11181,0,5,-4722495000,-480,-737,28.08,286,5323,4439,8481,364,5737,4926,8637,32.94,-13.73,-12.61,中期趨勢仍向下；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
242,2354,鴻準,TWSE,其他電子業,等待轉強,52.6,100,56.4,54.75,10.66,-21.9,1.48,29.41,278.46,0.47,26.73,0.75,2.66,6,8,14,11,20,7,0,310,772,4574,-5187,5,1,13,-5,2,2,56400,-85,127,10.2,175,-101,7648,-9391,285,856,4434,-5123,48.15,-0.67,-2.59,中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
243,3037,欣興,TWSE,電子零組件業,等待轉強,52.6,100,882,795,36.31,28.42,7.36,56.18,132.43,3.28,129.71,12.35,0.22,45,158,1599,3150,2733,7772,2304,-4776,-10592,-47816,-40169,1737,9374,8916,23330,5,0,8267868000,393,595,36.9,43417,30757,-4324,-11328,-6552,-20360,-57331,-64387,45.77,-4.94,2.2,中期趨勢仍向下；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
